event_id,path,log_text,anomaly_score
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:302,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.227 [XNIO-1 task-2]  HrK6vrReTQ6G-f62P9Cm4w ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9403046022365519
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:239,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.197 [XNIO-1 task-2]  h0VDbAwlRCGtOt4VKwhD4A ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9402702609648178
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:249,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.204 [XNIO-1 task-2]  kac12fe0QGe7BigVr8Qbjw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9400762281952392
light-oauth2-data-1719627249/register_service_400_service_type/light-oauth2-oauth2-client-1.log:168,light-oauth2-data-1719627249/register_service_400_service_type/light-oauth2-oauth2-client-1.log,"02:03:57.561 [XNIO-1 task-1]  dmWm3eckTJq8L1mMnuHndA DEBUG com.networknt.schema.TypeValidator debug - validate( ""http://localhost:8000/authorization"", {""clientType"":""public"",""clientProfile"":""mobile"",""clientName"":""0607c7d8-5d77-4117-9049-73972dd5"",""clientDesc"":""531a75c1-0c0f-46f6-986c-b1d228ae8322"",""scope"":""read write"",""redirectUri"":""http://localhost:8000/authorization"",""ownerId"":""admin"",""host"":""lightapi.net""}, requestBody.redirectUri)",0.9390594891610078
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:208,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.182 [XNIO-1 task-2]  OHROYxywTY2d5iuDG1ehCQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9376903080600947
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:30,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.095 [XNIO-1 task-2]  9VU1or5MQCKzZQ6CCpwV3w ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9375939767474625
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:124,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.145 [XNIO-1 task-2]  Tek7No0FTcaU3AJoE7cJcw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9375939767474625
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:291,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.223 [XNIO-1 task-2]  lpl6PYb-T5iub-k-979SXg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9374357002440474
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:166,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.163 [XNIO-1 task-2]  wnjJYSEiRCWtMLif2ODNfA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9353250804534012
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:82,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.123 [XNIO-1 task-2]  vFkDSkSgQnCJiBV4J9rR_w ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9353250804534012
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:362,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.393 [XNIO-1 task-1]  7gf6u--wSCS_a97QIGKOyA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9346837534300816
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:319,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.376 [XNIO-1 task-1]  2pqyL27MRgybW9V26oTmFQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9335513784360463
light-oauth2-data-1719749643/get_service_page_400_no_page/light-oauth2-oauth2-refresh-token-1.log:118,light-oauth2-data-1719749643/get_service_page_400_no_page/light-oauth2-oauth2-refresh-token-1.log,"12:05:22.351 [XNIO-1 task-2]  uddLp_QqRhWWVAOJFlCkjA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 058e6030-e4e0-4062-8b64-de8ff89bc2a8 is not found."",""severity"":""ERROR""}",0.933447309386792
light-oauth2-data-1719839646/delete_service_404_no_service/light-oauth2-oauth2-refresh-token-1.log:418,light-oauth2-data-1719839646/delete_service_404_no_service/light-oauth2-oauth2-refresh-token-1.log,"13:05:03.673 [XNIO-1 task-1]  K5TRJSkCTxaKIpPyp-Yi0A ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 83d1615e-5ccf-4985-8358-f72631ba986f is not found."",""severity"":""ERROR""}",0.9296336570709895
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:19,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.090 [XNIO-1 task-2]  t6XrR8yBQ2qTn4ZRt7ID8g ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9293886485884012
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:434,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.430 [XNIO-1 task-1]  tzkLEsjGQLOT6Czn2RHR-A ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9274715571715991
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:697,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.591 [XNIO-1 task-1]  c1-hQxVETxe-bB1Uql7qWA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9273327714079057
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:308,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.372 [XNIO-1 task-1]  ZM_80sCLSz6fMxGZDibyeQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9271526100307427
light-oauth2-data-1719749643/get_service_page_400_no_page/light-oauth2-oauth2-refresh-token-1.log:208,light-oauth2-data-1719749643/get_service_page_400_no_page/light-oauth2-oauth2-refresh-token-1.log,"12:05:22.401 [XNIO-1 task-2]  4YeoSbbpTgqgKWHbpTG2zA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 058e6030-e4e0-4062-8b64-de8ff89bc2a8 is not found."",""severity"":""ERROR""}",0.9267863414447475
light-oauth2-data-1719814445/register_client_400_clientProfile/light-oauth2-oauth2-refresh-token-1.log:698,light-oauth2-data-1719814445/register_client_400_clientProfile/light-oauth2-oauth2-refresh-token-1.log,"06:01:46.285 [XNIO-1 task-1]  GacLo4plTBqImPFbTwXQag ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 04870fdd-4412-4d01-b670-d3ffc147cffb is not found."",""severity"":""ERROR""}",0.9260048583897762
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:445,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.434 [XNIO-1 task-1]  wk_xa3JHQ_GVg-EyVDlYFw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9231716245945656
light-oauth2-data-1719627249/register_service_400_service_type/light-oauth2-oauth2-client-1.log:171,light-oauth2-data-1719627249/register_service_400_service_type/light-oauth2-oauth2-client-1.log,"02:03:57.561 [XNIO-1 task-1]  dmWm3eckTJq8L1mMnuHndA DEBUG com.networknt.schema.TypeValidator debug - validate( ""mobile"", {""clientType"":""public"",""clientProfile"":""mobile"",""clientName"":""0607c7d8-5d77-4117-9049-73972dd5"",""clientDesc"":""531a75c1-0c0f-46f6-986c-b1d228ae8322"",""scope"":""read write"",""redirectUri"":""http://localhost:8000/authorization"",""ownerId"":""admin"",""host"":""lightapi.net""}, requestBody.clientProfile)",0.9229553772410595
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:260,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.208 [XNIO-1 task-2]  _2ETWUVTSQ29gCMl_rChJg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9209613334708877
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:576,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.503 [XNIO-1 task-1]  8w-iu83JR5CM22Vgwnm48Q ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.920396702554366
light-oauth2-data-1719846844/invalid_code_verifier_format_PKCE_400/light-oauth2-oauth2-refresh-token-1.log:79,light-oauth2-data-1719846844/invalid_code_verifier_format_PKCE_400/light-oauth2-oauth2-refresh-token-1.log,"15:09:33.273 [XNIO-1 task-1]  WZ55IoW6Tz6bZWYFjKgLYQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token ac11c5ea-2270-4f62-95bf-f8ad35582f34 is not found."",""severity"":""ERROR""}",0.9195115762734578
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:596,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.516 [XNIO-1 task-1]  1agLpw58QQmB9p6Yl0GEFg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9189781054323389
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:586,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.509 [XNIO-1 task-1]  qjOYlhf0Q0SBsymWgHoG1Q ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9189258125826778
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:93,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.126 [XNIO-1 task-2]  hf3FtfgGQWiB3VJ57mpVOQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9188562859032202
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:323,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.238 [XNIO-1 task-2]  ehF0SOq6TpySdkZ8dkVIhA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9188562859032202
light-oauth2-data-1719861244/invalid_code_challenge_method_pkce_400/light-oauth2-oauth2-refresh-token-1.log:641,light-oauth2-data-1719861244/invalid_code_challenge_method_pkce_400/light-oauth2-oauth2-refresh-token-1.log,"19:08:37.294 [XNIO-1 task-1]  NPcDtdTPSsSWuHjqgVGsRg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 70edacee-4266-4e35-909c-a92d3f098ed2 is not found."",""severity"":""ERROR""}",0.9187407731443471
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:175,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.295 [XNIO-1 task-1]  mrvazOXvQc2e0AthjH6zpA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9184496368944117
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:423,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.425 [XNIO-1 task-1]  Evo2Qzp3QEea9_kl1D1Aeg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9184496368944117
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:728,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.605 [XNIO-1 task-1]  na2aDe12QimIjUU0cXybSA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9184496368944117
light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log:761,light-oauth2-data-1719900846/authorization_code_response_not_code_400/light-oauth2-oauth2-refresh-token-1.log,"06:06:14.615 [XNIO-1 task-1]  SQ5cPeExR86tkv-vKu428Q ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token b05beee8-2992-4a9f-b917-45292a7ecb0b is not found."",""severity"":""ERROR""}",0.9184496368944117
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:177,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.167 [XNIO-1 task-2]  cgkNxvZZTgG-_AMymGWrHA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9167519503383004
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:155,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.159 [XNIO-1 task-2]  nEgvIPPvQAynn7d4z3elUA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9167519503383004
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:280,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.219 [XNIO-1 task-2]  9VWj4KTkRWirHxQqbCKwoA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9167519503383004
light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log:219,light-oauth2-data-1719818047/delete_client_404_no_client/light-oauth2-oauth2-refresh-token-1.log,"07:03:06.186 [XNIO-1 task-2]  S6GgRxRZSKuBs_Vl-ua6zA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {""statusCode"":404,""code"":""ERR12029"",""message"":""REFRESH_TOKEN_NOT_FOUND"",""description"":""Refresh token 6570c481-2e1f-42cc-b983-a10e5c8e4c15 is not found."",""severity"":""ERROR""}",0.9167519503383004
